SentenceID	pos_tags	position	tokens
200	[10 12 26 41 30 33  7]	['0' '1' '2' '3' '4' '5' '6']	['and' 'the' 'villagers' 'discussed' 'it' 'collectively' '.']
217	[17 16 12 26 46 12 23 23 41 33 43 38 40 12 26 29 23 33 45  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19']"	"['Many' 'of' 'the' 'things' 'that' 'the' 'village' 'committee' 'was'
 'originally' 'supposed' 'to' 'do' 'the' 'peasants' ""'"" 'association'
 'now' 'does' '.']"
34	[33  6 24 24 10 31 23 41 12 23 23 23 33  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13']	"['Previously' ',' 'Zheng' 'Bing' 'and' 'her' 'husband' 'ran' 'a'
 'chemical' 'fertilizer' 'store' 'here' '.']"
268	[30 45 33 40 30  8 30 44 30 45 33 17  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12']	"['It' 'does' ""n't"" 'pain' 'me' ';' 'I' 'feel' 'it' ""'s"" 'very'
 'worthwhile' '.']"
179	[12 17 23  6 30 41 33 40 12 17 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11']	"['The' 'whole' 'afternoon' ',' 'we' 'did' ""n't"" 'learn' 'a' 'single'
 'step' '.']"
60	[12 17 23  6 12 23 16 24 24 29 41 36 18 16 11 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16']"	"['The' 'next' 'year' ',' 'this' 'shop' 'of' 'Zheng' 'Bing' ""'s"" 'took'
 'in' 'more' 'than' '60,000' 'yuan' '.']"
39	"[16 30 41 42 31 23  6 30 41 16 12 26 41 42 12 23 38 40 23 16 12 33 17 23
  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24']"	"['While' 'I' 'was' 'helping' 'my' 'husband' ',' 'I' 'discovered' 'that'
 'the' 'peasants' 'were' 'investing' 'the' 'money' 'to' 'buy' 'fertilizer'
 'in' 'a' 'very' 'haphazard' 'way' '.']"
15	[16 12 23 12 23 41 33 43 36  6 30 41 16 12 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15']	"['At' 'the' 'time' 'the' 'association' 'was' 'just' 'set' 'up' ',' 'it'
 'ran' 'into' 'an' 'issue' '.']"
300	"[30 33 41 12 17 23 24 24 47 41 16 24 23 38 40 36 35 33 12 23 16 12 17 24
 23 24 24  6 47 45 42 16 24  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33']"	"['We' 'also' 'saw' 'the' 'American' 'diplomat' 'Willie' 'Montgomery' 'who'
 'arrived' 'in' 'Belgrade' 'today' 'to' 'set' 'up' 'most' 'probably' 'a'
 'meeting' 'between' 'a' 'senior' 'U.S.' 'official' 'James' ""O'brien"" ','
 'who' 'is' 'coming' 'to' 'Belgrade' '.']"
219	[24 24 45 12 23 16 11 26  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8']	['Zhaizi' 'Village' 'has' 'a' 'total' 'of' '263' 'households' '.']
90	[30 23 29 33 42 10 42 30 41 16 24 24 29 17 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15']	"['Her' 'husband' ""'s"" 'not' 'understanding' 'and' 'blaming' 'her' 'added'
 'to' 'Zheng' 'Bing' ""'s"" 'psychological' 'burden' '.']"
210	[16 12 23  6 30 41 12 23  8 16 31 23 23 41 38 40 12  6 30 41 12 17 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23']"	"['For' 'the' 'selection' ',' 'we' 'did' 'the' 'selection' ';' 'if' 'our'
 'village' 'committee' 'wanted' 'to' 'do' 'this' ',' 'it' 'had' 'this'
 'objective' 'difficulty' '.']"
295	"[12 23 16 12 23 33 10 12 23 41 33 33 43 16 33 16 33  6 12 17 26 10 23 41
 16 12 26 16 24  6 10 12 17 23 41 33 40 38 40 23 38 40 16 12 24 26  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34' '35' '36' '37' '38' '39' '40' '41' '42' '43'
 '44' '45' '46']"	"['That' 'part' 'of' 'the' 'resolution' 'here' 'and' 'the' 'resolution'
 'was' 'never' 'actually' 'applied' 'because' 'right' 'until' 'now' ','
 'the' 'Yugoslav' 'police' 'and' 'military' 'were' 'in' 'the' 'hands' 'of'
 'Milosevic' ',' 'so' 'the' 'international' 'community' 'did' ""n't"" 'want'
 'to' 'have' 'anything' 'to' 'do' 'with' 'the' 'Milosevic' 'forces' '.']"
257	[12 45 12 11 15 23 23 30 44 43 16 30  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12']	"['This' 'is' 'the' '10' '-' 'year' 'goal' 'we' 'have' 'established' 'for'
 'ourselves' '.']"
189	"[33 33 33  6 24 24 10 12 17 26 16 12 26 29 23 41 23 46 41 12 26 38 40 12
 17 26 16 12 26 29 23  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31']"	"['Not' 'long' 'after' ',' 'Zheng' 'Bing' 'and' 'the' 'key' 'members' 'of'
 'the' 'peasants' ""'"" 'association' 'did' 'something' 'that' 'allowed'
 'the' 'villagers' 'to' 'see' 'the' 'direct' 'advantages' 'of' 'the'
 'peasants' ""'"" 'association' '.']"
170	[39  7]	['0' '1']	['Wow' '!']
65	[44 30 33 40 38 40 12 23 16 30  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10']	['Do' 'you' 'still' 'need' 'to' 'provide' 'the' 'money' 'for' 'them' '?']
266	[16 30 33 44 30 36  6 31 23 45 43 16 18 16 11  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15']	"['If' 'you' 'really' 'total' 'it' 'up' ',' 'my' 'family' 'has' 'paid'
 'out' 'more' 'than' '200,000' '.']"
116	"[33 30 41 42 30 22 40 12 26 38 40 31 26  6 10 16 16 12 30 41 36 12 23 16
 11 23  6 10 30 41 43 16 23  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33']"	"['Originally' 'I' 'was' 'thinking' 'I' ""'d"" 'help' 'the' 'peasants' 'to'
 'raise' 'their' 'incomes' ',' 'but' 'because' 'of' 'that' 'I' 'took' 'on'
 'a' 'debt' 'of' '150,000' 'yuan' ',' 'and' 'I' 'got' 'taken' 'to' 'court'
 '.']"
214	[16  6 30 45 23 41  7]	['0' '1' '2' '3' '4' '5' '6']	"['Because' ',' 'it' ""'s"" 'everybody' 'agreed' '.']"
239	"[30 41  6 33 30 40 33 10 40 36 16 47 12 17 23 45 33 16  6 33 40 33 10 30
 22 40  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26']"	"['I' 'said' ',' 'first' 'you' 'go' 'home' 'and' 'study' 'up' 'on' 'what'
 'the' 'coop' 'system' 'is' 'all' 'about' ',' 'then' 'come' 'back' 'and'
 'we' ""'ll"" 'talk' '.']"
235	[30 45 33 12 23 15 23 23  6 12 23 23  6 16 30 41 33 43 12 23 16 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22']"	"['It' ""'s"" 'not' 'a' 'joint' '-' 'stock' 'company' ',' 'the' 'paint'
 'plant' ',' 'because' 'we' 'had' 'already' 'announced' 'that'
 'information' 'in' 'advance' '.']"
3	"[24 24 29 24 24 45 33 43 36 42 26 38 33 40 16 17 26 16 24  6 24  6 14 38
 40 12 23 23 23 16 12 23 23  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33']"	"['Zhejiang' 'Province' ""'s"" 'Education' 'Department' 'has' 'recently'
 'sent' 'out' 'working' 'teams' 'to' 'separately' 'go' 'to' 'such'
 'places' 'as' 'Wenzhou' ',' 'Taizhou' ',' 'etc.' 'to' 'direct' 'the'
 'education' 'restoration' 'work' 'in' 'the' 'disaster' 'area' '.']"
259	[30 44 38 33 40 31 17 17  6 17 26 16 23 10 17 26  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16']"	"['You' 'have' 'to' 'constantly' 'overcome' 'your' 'own' 'traditional' ','
 'conservative' 'kinds' 'of' 'thinking' 'and' 'antiquated' 'concepts' '.']"
166	[30 41 49 22 33 30 40  6 16 12 26 16 12 23  6 42 16 12 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19']"	"['I' 'said' 'why' 'could' ""n't"" 'it' 'be' ',' 'like' 'the' 'women' 'in'
 'the' 'city' ',' 'dancing' 'in' 'the' 'summer' '.']"
134	[30 41 12 23  7]	['0' '1' '2' '3' '4']	['It' 'had' 'no' 'impact' '.']
202	[33  6 49 41 30 17 16 30 22 40 12 26 46 12 23 23 41 33 17 38  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20']"	"['Indeed' ',' 'why' 'were' 'you' 'confident' 'that' 'you' 'could' 'handle'
 'the' 'matters' 'that' 'the' 'village' 'committee' 'was' ""n't"" 'able'
 'to' '?']"
171	[12 17 23  6 12 17 23  6 30 33 41 36 11 15 12 26 16 31 23 38 40  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21']"	"['That' 'first' 'time' ',' 'the' 'first' 'afternoon' ',' 'We' 'first'
 'got' 'together' '20' '-' 'some' 'women' 'in' 'our' 'village' 'to'
 'dance' '.']"
32	[16 30 44 11 26 33 16 24 16 24  6 30 44 16 24 24  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16']"	"['If' 'you' 'go' '13' 'kilometers' 'west' 'of' 'Yongji' 'in' 'Shanxi' ','
 'you' 'come' 'to' 'Zhaizi' 'Village' '.']"
159	[47 22 40 43 16 31 23 22 40 33 43  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11']	"['Who' 'would' 'have' 'guessed' 'that' 'my' 'husband' 'would' 'be'
 'strongly' 'opposed' '.']"
248	[47 23 45 30 46 30 44 42 16  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9']	"['What' 'quality' 'is' 'it' 'that' 'you' ""'re"" 'referring' 'to' '?']"
265	[10 49 17 16 31 23 29 17 23 44 30 43  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12']	"['So' 'how' 'much' 'of' 'your' 'family' ""'s"" 'own' 'money' 'have' 'you'
 'contributed' '?']"
264	[30 33 44 26 40 16 23 10 40 30 36 16 23 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14']	"['They' 'also' 'let' 'members' 'buy' 'on' 'credit' 'and' 'pay' 'it' 'off'
 'at' 'harvest' 'time' '.']"
224	[16 12 23 23  6 24 24 10 12 23 26 41 16 12 23 16 26  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17']"	"['In' 'the' 'shareholding' 'issue' ',' 'Zheng' 'Bing' 'and' 'the'
 'association' 'members' 'ran' 'into' 'a' 'succession' 'of' 'problems' '.']"
242	[10 12 17 23 33  6 23 33 41 16 24 24  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12']	"['But' 'a' 'short' 'time' 'later' ',' 'everyone' 'again' 'clashed' 'with'
 'Zheng' 'Bing' '.']"
287	"[33  6 24 24 10 12 24 24 16 24 45 43 33 33 23 16 30 22 33 40 36 16 12 23
 16 23 16 33 34  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29']"	"['However' ',' 'Mr.' 'Kostunica' 'and' 'the' 'Democratic' 'Alliance' 'of'
 'Serbia' 'has' 'said' 'very' 'openly' 'today' 'that' 'they' 'will' 'not'
 'put' 'up' 'with' 'this' 'kind' 'of' 'behavior' 'for' 'much' 'longer' '.']"
147	[12 23 16 42 23 33 45 33 12 17 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11']	"['An' 'accusation' 'of' 'raising' 'capital' 'illegally' 'is' 'not' 'a'
 'small' 'matter' '.']"
290	[13 45 43 12 23 42 36 16 17 26 44 42 38 40 16 24 16 12 23 16 12 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22']"	"['There' 'has' 'been' 'some' 'news' 'coming' 'out' 'that' 'Yugoslav'
 'troops' 'are' 'going' 'to' 'return' 'to' 'Kosovo' 'by' 'the' 'end' 'of'
 'the' 'year' '.']"
25	[16 12 26 16 23  6 12 23 41 16 24 16 24 38 40 12 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17']"	"['With' 'these' 'questions' 'in' 'mind' ',' 'this' 'reporter' 'came' 'to'
 'Yongji' 'in' 'Shanxi' 'to' 'get' 'the' 'scoop' '.']"
42	[12 17 23  6 16 23  6 12 17 23 41 17  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12']	"['The' 'first' 'time' ',' 'in' 'fact' ',' 'the' 'first' 'time' 'was'
 'unimaginable' '.']"
161	[33  6 30 41  7]	['0' '1' '2' '3' '4']	['Finally' ',' 'he' 'agreed' '.']
294	"[33 30 45 33 28 12 17 23 16 23 16 12 23 16 30 22 40 16 12 23 16 12 24 24
 23  6 11  6 45 33 40 16 12 23 16 17 26 10 26 16 12 26  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34' '35' '36' '37' '38' '39' '40' '41' '42']"	"['Basically' 'it' 'is' 'not' 'such' 'a' 'threatening' 'sort' 'of' 'bit'
 'of' 'a' 'news' 'as' 'it' 'might' 'seem' 'at' 'the' 'moment' 'because'
 'the' 'United' 'Nations' 'resolution' ',' '1244' ',' 'does' 'actually'
 'provide' 'for' 'the' 'presence' 'of' 'Yugoslav' 'troops' 'and' 'police'
 'on' 'the' 'borders' '.']"
79	[10 33 30 33 41  6 39  7]	['0' '1' '2' '3' '4' '5' '6' '7']	['But' 'then' 'it' 'actually' 'failed' ',' 'alas' '!']
23	[10 49 41 12 23 23 40 43 16 12 23 46 22 40 43 43 16 12 23 24 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21']"	"['But' 'why' 'did' 'a' 'peasant' 'organization' 'get' 'involved' 'in' 'a'
 'matter' 'that' 'should' 'have' 'been' 'resolved' 'by' 'the' 'village'
 'Party' 'committee' '?']"
183	[33 40  6 11 23 16 31 23  6 33 33 11 26 41 36  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15']	"['Just' 'imagine' ',' '80' '%' 'of' 'our' 'village' ',' 'that' 'is' '120'
 'women' 'joined' 'in' '.']"
190	[49 41 12 23 23 23 43  7]	['0' '1' '2' '3' '4' '5' '6' '7']	['When' 'was' 'the' 'village' 'construction' 'council' 'established' '?']
249	[12 23 30 44 12 23 26 12 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9']	"['Every' 'month' 'we' 'give' 'the' 'association' 'members' 'a' 'report'
 '.']"
258	"[10 16 30 44 38 40 12 11 23 26  6 30 45 33 33 16 30 22 40 30 10 12 45 30
  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24']"	"['But' 'if' 'we' 'want' 'to' 'achieve' 'these' 'two' 'Number' ""One's_"" ','
 'it' ""'s"" 'not' 'just' 'that' 'you' 'can' 'say' 'it' 'and' 'that' ""'s""
 'it' '.']"
17	[12 23 41 12 23 23 10 40 12 23 16 12 23 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14']	"['The' 'school' 'built' 'a' 'classroom' 'building' 'and' 'put' 'a' 'lock'
 'on' 'the' 'gate' 'door' '.']"
263	"[12 26 29 23 45 33 40 12 23 26  8 12 11 17 23 26 46 44 16 30 44 12 26 12
 11 15 23 23 16 12 23 16 23  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33']"	"['The' 'peasants' ""'"" 'association' 'does' ""n't"" 'collect' 'any'
 'membership' 'dues' ';' 'the' 'six' 'technical' 'service' 'centers'
 'that' 'belong' 'to' 'it' 'give' 'the' 'members' 'a' 'two' '-' 'yuan'
 'discount' 'on' 'each' 'sack' 'of' 'fertilizer' '.']"
236	[33 33 30 41 42 16 12 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8']	['So' 'then' 'we' 'began' 'squabbling' 'at' 'the' 'meeting' '.']
13	[31 23 45 24 24  7]	['0' '1' '2' '3' '4' '5']	['Its' 'president' 'is' 'Zheng' 'Bing' '.']
152	[33 12 23 23 41 31 23 38 40 23  8 49 41 30 40 38 40 30 33  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19']"	"['Essentially' 'this' 'fertilizer' 'store' 'enabled' 'your' 'family' 'to'
 'earn' 'money' ';' 'why' 'did' 'you' 'want' 'to' 'give' 'it' 'away' '?']"
220	"[12 23 16 26 46 41 26 16 12 23 41 16 16 12 11 16 12 26 41 43 16 18 16 11
  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24']"	"['The' 'number' 'of' 'households' 'that' 'became' 'members' 'of' 'the'
 'association' 'went' 'from' 'over' 'a' 'hundred' 'before' 'the' 'lanes'
 'were' 'fixed' 'to' 'more' 'than' '200' '.']"
29	[10 30 41 16 31 23  6 31 23 10 23  6 10 30 41 17 10 17  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18']"	"['And' 'she' 'spoke' 'about' 'her' 'family' ',' 'her' 'husband' 'and'
 'child' ',' 'and' 'she' 'looked' 'concerned' 'and' 'haggard' '.']"
174	[41 16 47  7]	['0' '1' '2' '3']	['Laughed' 'at' 'what' '?']
267	"[16 12 26 29 23  6 10 42 12 26  6 30 41 11 15 10  6 28 12 17 23  6 45 33
 12 40 30  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27']"	"['For' 'the' 'peasants' ""'"" 'association' ',' 'and' 'organizing' 'the'
 'peasants' ',' 'you' 'invested' '200,000' '-' 'plus' ',' 'such' 'a'
 'huge' 'sum' ',' 'does' ""n't"" 'that' 'pain' 'you' '?']"
273	"[24 29 26 41 12 25 16 42 38 40 36 16 12 26 16 23 10 16 16 16 23  6 30 41
 43 16 12 17 24 23 45 42 36 12 24 24  6 46 45 12 26  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34' '35' '36' '37' '38' '39' '40' '41']"	"['Kostunica' ""'s"" 'people' 'accused' 'the' 'Socialists' 'of' 'trying' 'to'
 'hold' 'on' 'to' 'the' 'institutions' 'of' 'power' 'and' 'as' 'if' 'on'
 'cue' ',' 'it' 'was' 'announced' 'that' 'a' 'key' 'Milosevic' 'loyalist'
 'is' 'taking' 'over' 'the' 'Interior' 'Ministry' ',' 'which' 'runs' 'the'
 'police' '.']"
188	[10 16 12 23 42 10 42 26 44 33 40 12 17 26 16 12 26  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17']"	"['But' 'in' 'the' 'end' 'dancing' 'and' 'playing' 'chess' 'do' ""n't""
 'achieve' 'any' 'real' 'benefits' 'for' 'the' 'villagers' '.']"
168	[30 41  6 49 22 33 30 40 43 16 12 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12']	"['I' 'said' ',' 'why' 'ca' ""n't"" 'we' 'be' 'compared' 'to' 'the' 'city'
 '?']"
84	[16 23 41 38 40 30 36  6 30 22 33 40 30 36  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14']	"['If' 'nobody' 'wanted' 'to' 'pay' 'it' 'back' ',' 'I' 'would' 'gradually'
 'pay' 'it' 'off' '.']"
241	[31 23 16 42 12 23 23  6 45 33 30 38 40 23 29 23 38 40 31 17 26  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21']"	"['Your' 'aim' 'in' 'holding' 'a' 'controlling' 'share' ',' 'is' ""n't"" 'it'
 'to' 'use' 'everybody' ""'s"" 'capital' 'to' 'serve' 'your' 'own'
 'interests' '?']"
305	[44 30 33 33 16 42 16 30  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8']	['Thank' 'you' 'very' 'much' 'for' 'speaking' 'with' 'us' '.']
69	[33 16 30 41 12 23 23 11 26 12 23 30 41 33 42 33 17 16 30 41 38 40  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22']"	"['Therefore' 'if' 'we' 'did' 'a' 'training' 'session' 'four' 'times' 'a'
 'year' 'we' 'were' ""n't"" 'earning' 'as' 'much' 'as' 'we' 'had' 'to'
 'spend' '.']"
309	[]	[]	[]
35	[33  6 30 44 43 12 23 23 16 12 25 24  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12']	"['Now' ',' 'they' 'have' 'donated' 'the' 'fertilizer' 'store' 'to' 'the'
 'Peasants' 'Association' '.']"
301	[30 22 40 33 23 16 12 17 23 16 24 24  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12']	"['He' 'will' 'be' 'here' 'tomorrow' 'as' 'a' 'special' 'representative'
 'for' 'President' 'Clinton' '.']"
175	[30 41 17  7]	['0' '1' '2' '3']	['They' 'were' 'embarrassed' '!']
24	[22 23 26 40 12 23 16 43 17 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10']	"['Will' 'peasant' 'associations' 'become' 'a' 'direction' 'of' 'organized'
 'rural' 'development' '?']"
193	[39  7]	['0' '1']	['Yikes' '!']
178	"[16 16 12 23  6 16 12 23 16 31 23  6 12 23 41  6 33 17  6 10 30 41 12 42
 33  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25']"	"['Because' 'at' 'the' 'time' ',' 'in' 'the' 'courtyard' 'of' 'our' 'home'
 ',' 'The' 'teacher' 'was' ',' 'extremely' 'conscientious' ',' 'and'
 'they' 'were' 'all' 'laughing' 'hard' '.']"
133	[12 17 23 30 41 39  6 11  8 16 31 23 30 41 11 26  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16']"	"['The' 'first' 'year' 'I' 'did' 'uh' ',' 'eight' ';' 'in' 'our' 'village'
 'I' 'did' '20' 'households' '.']"
198	[12 23 30 41 39 41  6 31 23 23 41 12 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13']	"['The' 'reason' 'they' 'said' 'no' 'was' ',' 'our' 'village' 'committee'
 'had' 'no' 'money' '.']"
271	"[12 23 16 24 41 38 40 17 23 49 26 16 26 16 26 41 12 23 16 24 24  6 10 33
 12 26 16 17 23 44 42 38 40 16 23 11  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34' '35' '36']"	"['The' 'drama' 'in' 'Yugoslavia' 'seemed' 'to' 'climax' 'last' 'thursday'
 'when' 'hundreds' 'of' 'thousands' 'of' 'protesters' 'forced' 'the'
 'ouster' 'of' 'Slobodan' 'Milosevic' ',' 'but' 'now' 'the' 'events' 'of'
 'last' 'week' 'are' 'beginning' 'to' 'look' 'like' 'act' 'I' '.']"
68	[10 12 23  6 12 23 30 41 41 11 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11']	"['And' 'that' 'year' ',' 'the' 'income' 'I' 'counted' 'was' '4,000' 'yuan'
 '.']"
304	[12 24 29 24 24 16 24  7]	['0' '1' '2' '3' '4' '5' '6' '7']	"['The' 'World' ""'s"" 'Nenad' 'Chebeck' 'in' 'Belgrade' '.']"
138	[16 30 22 40 30 16 16 17 26 16 26 10 33 30 22 40 12 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18']"	"['If' 'she' 'could' 'cheat' 'you' 'out' 'of' 'several' 'tens' 'of'
 'thousands' 'and' 'then' 'she' 'could' 'leave' 'the' 'country' '!']"
211	[10 33 12 23 23 23 16 30  6 13 45 23 47 45 23 16 30  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17']"	"['And' 'now' 'this' 'village' 'construction' 'council' 'of' 'ours' ','
 'there' ""'s"" 'nobody' 'who' 'has' 'anything' 'against' 'it' '.']"
234	[30 41 47 30 44 42 45  6 12 17 23 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12']	"['I' 'said' 'what' 'we' ""'re"" 'running' 'is' ',' 'a' 'cooperative' 'paint'
 'plant' '.']"
